Accession #,Research_note,,,,,,Family,collector_no,,Country,,Collected_Date,Depth,Det_Date,Determiner,,Notes,,,,,Genus,geo_locate,geo,geo_year,geo_source,geo_Lat_dd,geo_Lat_deg,geo_Lat_min,geo_Lat_sec,geo_Long_dd,geo_Long_deg,geo_Long_min,geo_Long_sec,coord_source,,Habitat,Insitution,,curation_notes,Locality,,,,Sci_name,other_collectors,Phylum,Collector,Project_id,state_province,,reproduction,research_annot,,species,authority,,,,type_status,,,,datum,Lat_deg,Lat_min,Lat_sec,Long_deg,Long_min,Long_sec
A91959,"Bossiella frondifera, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-972,Yes,Canada,,2014 Jun 12,,2014,"Patrick T. Martone, Katharine R. Hind",,ventral conceptacles; resembles Bossiella sp. 5chiloensis,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.651533,51,39,5.5188,-128.146583,-128,8,47.6982,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 Apr","Hakai Luxvbalis Conservancy, Calvert Island, West Beach Boulders",,,,"Bossiella sp. by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,BossiellaLoan2018,British Columbia,,,,,frondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,39,5.5188,-128,8,47.6982
A91960,"Lithophyllum sp. 8, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-973,Yes,Canada,,2014 Jun 12,,2014,"Patrick T. Martone, Katharine R. Hind",,"epiphytic, on transect",,,,,Lithophyllum,Crystal Kwong,0,2018,WGS 84,51.651533,51,39,5.5188,-128.146583,-128,8,47.6982,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, West Beach Boulders",On Neorhodonella,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,39,5.5188,-128,8,47.6982
A91961,"Bossiella reptans, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-974,Yes,Canada,,2014 Jun 13,,2014,"Patrick T. Martone, Katharine R. Hind",,quadrat 7 ,,,,,Bossiella,Crystal Kwong,7,2018,WGS 84,51.66454,51,39,52.344,-128.1347,-128,8,4.92,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai, North Beach Boulders",On rock,,,"Bossiella chiloensis by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & Martone",,,,,,,,WGS 84,51,39,52.344,-128,8,4.92
A91962,"Corallina sp. 1frondescens, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-975,Yes,Canada,,2014 Jun 13,,2014,"Patrick T. Martone, Katharine R. Hind",,quadrat 7; resembles Corallina sp. 2frondescens,,,,,Corallina,Crystal Kwong,7,2018,WGS 84,51.66454,51,39,52.344,-128.1347,-128,8,4.92,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai, North Beach Boulders",,,,"Corallina sp. by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM2017-2,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,39,52.344,-128,8,4.92
A91963,,,,,,,Florideophyceae,PTM-976,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,white margins,,,,,Pseudolithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand, under kelp holdfast",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Pseudolithophyllum muricatum by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,muricatum,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91964,"Bossiella sp. 2chiloensis, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-977,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,triangular; white tips,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand, with kelp",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella fondifera by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91965,"Bossiella frondifera, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-978,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand, with Codium setchellii",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella fondifera by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,fondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91966,,,,,,,Florideophyceae,PTM-979,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Lithothamnion,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand, with worms",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Lithothamnion phymatodeum by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,phymatodeum,Foslie,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91967,,,,,,,Florideophyceae,PTM-981,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,"""Coralline""",Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91968,,,,,,,Florideophyceae,PTM-982,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Pseudolithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On bedrock,,,"Pseudolithophyllum muricatum by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,muricatum,(Foslie) Steneck & R.T. Paine,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91969,,,,,,,Florideophyceae,PTM-983,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Pseudolithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On rock,,,"Pseudolithophyllum whidbeyense by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,whidbeyense,(Foslie) Steneck & R.T. PaineåÊ,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91970,,,,,,,Florideophyceae,PTM-984,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Lithothamnion,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Mid intertidal, in tidepool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Lithothamnion phymatodeum by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,phymatodeum,FoslieåÊ,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91971,"Bossiella reptans, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-985,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & MartoneåÊ",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91972,,,,,,,Florideophyceae,PTM-990,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,"""Coralline""",Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, exposed, with worms",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91973,"Lithophyllum sp. 2, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-991,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,"thick, dark, smooth",,,,,Lithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, exposed, beside Lithothamnion",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91974,"GWS020772Corsp30Bccrust, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-993,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,bright pink,,,,,"""Coralline""",Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On boring sponge,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91975,"Lithophyllum sp. 2, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-994,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,"dark pink, smooth",,,,,Lithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91976,"Lithophyllum sp. 2, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-995,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,"dark pink, smooth; perhaps the same as PTM-994",,,,,Lithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91977,"Spongites tumidum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-996,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Spongites,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,tumidum,"(Foslie) K.A. Miller, P.W. Gabrielson, Miklasz, E. van der Merwe & Maneveldt",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91978,"Spongites tumidum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-998,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Spongites,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool, under kelp",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Pseudolithophyllum neofarlowii by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,Very reproductive,,,tumidum,"(Foslie) K.A. Miller, P.W. Gabrielson, Miklasz, E. van der Merwe & Maneveldt",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91979,"Bossiella hakaiensis, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1000,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella hakaiensis by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,hakaiensis,K.R. Hind & Martone,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91980,,,,,,,Florideophyceae,PTM-1001,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,beautiful; west end of transect; resembles Bossiella sp. 5chiloensis,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Bossiella sp. by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91981,"Bossiella reptans, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1002,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,possibly B. frondifera?; near sand,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in tide pool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & MartoneåÊ",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91982,"Bossiella sp.2 chiloensis, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1003,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,infested with worms; resembles Bossiella sp. 2chiloensis,,,,,Bossiella,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Mid intertidal, in tidepool",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On rock,,,"Bossiella sp. by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91983,,,,,,,Florideophyceae,PTM-1004,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Lithothamnion,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, in sand, with Kelp",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Lithothamnion phymatodeum by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,phymatodeum,FoslieåÊ,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91984,"Lithothamnion phymatodeum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1005,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,no white margin,,,,,Lithothamnion,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Low intertidal, with Ptilota",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,phymatodeum,FoslieåÊ,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91985,"Clathromorphum sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1006,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,near sand,,,,,Clathromorphum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On Ahnfeltia,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91986,,,,,,,Florideophyceae,PTM-1007,Yes,Canada,,2014 Jun 15,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Melobesia,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On Phyllospadix,,,"Melobesia mediocris by Patrick T. Martone, Katharine R. Hind 2014","Katharine R. Hind, Samuel Starko",Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,mediocris,(Foslie) Setchell & L.R. Mason,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91987,"Spongites tumidum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1009,Yes,Canada,,2014 Jun 16,,2014,"Patrick T. Martone, Katharine R. Hind",,chalky; dark purple/grey,,,,,Spongites,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Mid intertidal, in surge channel, under Saccharina",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",On green sponge,,,"Leptophytum sp. by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,Reproductive,,,tumidum,"(Foslie) K.A. Miller, P.W. Gabrielson, Miklasz, E. van der Merwe & Maneveldt",,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91988,"Lithophyllum sp.2, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1010,Yes,Canada,,2014 Jun 16,,2014,"Patrick T. Martone, Katharine R. Hind",,chalky; pink,,,,,Lithophyllum,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Mid intertidal, in surge channel, under Saccharina",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"""Coralline"" by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
A91989,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1012,Yes,Canada,,2014 Jun 16,,2014,"Patrick T. Martone, Katharine R. Hind",,"hard, bumpy; does not come off rock easily",,,,,Lithothamnion,Crystal Kwong,1,2018,WGS 84,51.64358,51,38,36.888,-128.15817,-128,9,29.397,Verbatim from Collector/Sheet,,"Mid intertidal, in surge channel",UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Fifth Beach",,,,"Lithothamnion phymatodeum by Patrick T. Martone, Katharine R. Hind 2014","Patrick T. Martone, Samuel Starko",Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,51,38,36.888,-128,9,29.397
